"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"125";"«Ангарская ул., 49», Ангарская улица (125)";"37.5289602";"55.88104652";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А928; А194";"Ангарская ул., 49";"";"да";"ГУП «Мосгортранс»";"активна";"889076550";"{""coordinates"":[37.5289602,55.88104652],""type"":""Point""}";"";
"126";"«Ангарская ул.», Коровинское шоссе (126)";"37.52317839";"55.87781596";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А799; А656; А672; А114; А191; А591; А194; А499; АТ56";"Ангарская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076551";"{""coordinates"":[37.52317839,55.87781596],""type"":""Point""}";"";
"127";"«Протезный з-д», Коровинское шоссе (127)";"37.52851198";"55.87373993";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А215К; А656; А672; А92; А191; А591; А194; А215; АТ56";"Протезный з-д";"";"да";"ГУП «Мосгортранс»";"активна";"889076552";"{""coordinates"":[37.52851198,55.87373993],""type"":""Point""}";"";
"128";"«Талдомская ул.», Коровинское шоссе (128)";"37.5259288";"55.87563883";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А799; А656; А672; А114; А191; А591; А194; А499; АТ56";"Талдомская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076553";"{""coordinates"":[37.5259288,55.87563883],""type"":""Point""}";"";
"129";"«Ангарская ул.», Ангарская улица (129)";"37.52488287";"55.87892817";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А928; А194";"Ангарская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076554";"{""coordinates"":[37.52488287,55.87892817],""type"":""Point""}";"";
"130";"«Ангарская ул., 49», Ангарская улица (130)";"37.52936392";"55.88135692";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А928; А194";"Ангарская ул., 49";"";"да";"ГУП «Мосгортранс»";"активна";"889076555";"{""coordinates"":[37.52936392,55.88135692],""type"":""Point""}";"";
"131";"«Храм Матроны Московской», Ангарская улица (131)";"37.53007852";"55.88382937";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А928; А194";"Храм Матроны Московской";"";"да";"ГУП «Мосгортранс»";"активна";"889076556";"{""coordinates"":[37.53007852,55.88382937],""type"":""Point""}";"";
"132";"«Клязьминская ул.», Ангарская улица (132)";"37.5253591113";"55.8865758552";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А672; А194";"Клязьминская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889076557";"{""coordinates"":[37.5253591113,55.8865758552],""type"":""Point""}";"";
"133";"«Учебный центр», Клязьминская улица (133)";"37.52142869";"55.88537864";"Клязьминская улица";"Северный административный округ";"Дмитровский район";"А665; А200; А571; А194";"Учебный центр";"";"да";"ГУП «Мосгортранс»";"активна";"889076558";"{""coordinates"":[37.52142869,55.88537864],""type"":""Point""}";"";
"134";"«Школа им. Марш. Говорова», Смольная улица (134)";"37.48215583";"55.86106097";"Смольная улица";"Северный административный округ";"район Ховрино";"А90; А338; А270";"Школа им. Марш. Говорова";"";"да";"ГУП «Мосгортранс»";"активна";"889076559";"{""coordinates"":[37.48215583,55.86106097],""type"":""Point""}";"";
"135";"«Смольная ул., 45», Смольная улица (135)";"37.48021163";"55.86265788";"Смольная улица";"Северный административный округ";"район Ховрино";"А90; А338; А270";"Смольная ул., 45";"";"да";"ГУП «Мосгортранс»";"активна";"889076560";"{""coordinates"":[37.48021163,55.86265788],""type"":""Point""}";"";
